,date,ISE,ISE_TL_Based,SP,DAX,FTSE,NIKKEI,BOVESPA,EU,EM,Zeros,Label
27,2009-02-10,-0.040542021,-0.043906874,-0.05036862,-0.035170147,-0.022182186,-0.002901673,-0.021439596,-0.024387753,-0.002139095,-4.3906874,3
28,2009-02-11,-0.022105644,-0.033893469,0.007923456,0.005434056,0.005019306,-0.030744916,-0.008799248,0.001097418,-0.007925997,-3.3893469,1
29,2009-02-12,-0.014888368,-0.020825038,0.001737641,-0.027420558,-0.007609828,0.0,-0.008482232,-0.014092175,-0.014772748,-2.0825038,7
30,2009-02-13,0.007026745,0.009709195,-0.010048038,0.001321853,-0.003002934,0.009563024,0.028550768,0.003031933,0.017764444,0.9709195,8
31,2009-02-16,-0.011494996,-0.024629091,-0.046629446,-0.045613986,-0.013166304,-0.003764436,0.003999287,-0.012721713,-0.006850441,-2.4629091,6
32,2009-02-17,-0.041136038,-0.050687495,0.0,0.0,-0.024655731,-0.013596231,-0.0488296,-0.030934994,-0.038322771,-5.0687495,4
33,2009-02-18,-0.002631499,-0.012101138,-0.000950817,-0.002764335,-0.006790311,-0.014634038,-0.004351059,-0.003303102,-0.003342261,-1.2101138,5
34,2009-02-19,0.024654643,0.032923209,-0.012096922,0.002434631,0.002890896,0.003075786,0.001410509,0.00256948,0.006764498,3.2923209,1
35,2009-02-20,-0.03584061,-0.04977568,-0.011478573,-0.048746751,-0.032706045,-0.018869228,-0.025879448,-0.037924005,-0.027294442,-4.977568000000001,0
36,2009-02-23,0.017303168,0.029566248,-0.035315356,-0.019673359,-0.009922818,-0.00543789,-0.012554261,-0.012159595,0.00967787,2.9566248,8
37,2009-02-24,0.001725406,-0.004151655,0.039320053,-0.010393087,-0.00894738,-0.01469498,0.0,-0.009447032,-0.011881112,-0.41516549999999997,7
38,2009-02-25,0.004975853,0.010197804,-0.010715038,-0.012797967,0.008505804,0.026160742,0.0,-0.000994183,0.006099364,1.0197804,1
39,2009-02-26,0.000671759,-0.000812008,-0.015905668,0.024757229,0.0171552,-0.000441044,-0.001361043,0.020902648,-0.002331164,-0.0812008,5
40,2009-02-27,-0.005891895,-0.009518451,-0.023846498,-0.025399626,-0.022077662,0.014706431,7.85721e-05,-0.018261438,-0.006150131,-0.9518451000000001,8
41,2009-03-02,-0.013689039,-0.031323951,-0.047741863,-0.035395107,-0.054815959,-0.038832861,-0.052364888,-0.048816774,-0.035364882,-3.1323951,7
42,2009-03-03,0.002192959,0.004122949,-0.006427392,-0.005229183,-0.031860804,-0.006951158,0.006409661,-0.020299096,0.001290307,0.41229489999999996,5
43,2009-03-04,0.007913215,0.00272274,0.02347539,0.052829213,0.037389099,0.008434917,0.051674378,0.03654846,0.030311506,0.272274,0
44,2009-03-05,-0.03852223,-0.043381574,-0.043463291,-0.051537616,-0.032333707,0.019360241,-0.027268058,-0.037465203,-0.008671838,-4.3381574,4
45,2009-03-06,0.007958798,-0.019234871,0.001215289,-0.007900176,0.00022661,-0.035657548,-0.007089752,-0.01117204,-0.002097647,-1.9234871,2
46,2009-03-09,-0.007133473,-0.016436982,-0.010074281,0.006963461,0.003308312,-0.012212678,-0.009858434,-0.000177944,-0.005558364,-1.6436982,8
47,2009-03-10,0.011234009,0.021882653,0.06171871,0.051456064,0.047628049,-0.00439149,0.054398075,0.050459269,0.024909954,2.1882653,9
48,2009-03-11,-0.001410361,0.024432446,0.002442817,0.006952911,-0.005776774,0.044514005,0.000257732,0.003950464,0.01281572,2.4432446,9
49,2009-03-12,0.010974424,0.002741911,0.039921068,0.010703606,0.004942016,-0.024409814,0.008902402,0.009801191,0.005419475,0.2741911,2
50,2009-03-13,0.003213253,0.034066676,0.007709238,-0.000662468,0.011144266,0.05026001,-0.003505319,0.006193885,0.018689238,3.4066675999999996,6
51,2009-03-16,0.000214245,0.005609476,-0.003522156,0.022741267,0.028960896,0.017661194,-0.01051258,0.026677664,0.010253879,0.5609476,8
52,2009-03-17,-0.00711875,-0.013630133,0.031634285,-0.014135646,-0.001787311,0.031303344,0.023145507,-0.005683706,0.002688691,-1.3630133,5
53,2009-03-18,0.001891803,-0.000881369,0.020643416,0.00214176,-0.013599614,0.002894238,0.015844054,-0.004204775,0.006012506,-0.0881369,4
54,2009-03-19,0.019874248,0.030888693,-0.013064131,0.011726823,0.003122584,-0.003293103,0.007717639,0.00702835,0.009847274,3.0888693,3
55,2009-03-20,0.002918699,-0.000951721,-0.019967428,0.006232608,0.006788715,0.033362642,-0.009363155,0.003375003,-0.006654352,-0.0951721,0
56,2009-03-23,0.035968063,0.051330657,0.06836638,0.026109079,0.028196899,0.0,0.057290099,0.028379434,0.044121571,5.1330657,6
57,2009-03-24,0.003298424,0.011893995,-0.020626376,0.002628016,-0.010503256,0.032662479,-0.022952804,-0.003923899,0.002296045,1.1893995,1
58,2009-03-25,0.021165071,0.014858013,0.00958032,0.008543981,-0.002867459,-0.000979474,0.007757469,0.007125859,0.008309652,1.4858012999999999,0
59,2009-03-26,-0.004968387,0.00054608,0.023052626,0.008506817,0.006363832,0.018268453,0.018723588,0.004564397,0.016417645,0.054608000000000004,9
60,2009-03-27,0.011247875,0.006408036,-0.020524738,-0.013191856,-0.006722843,-0.001084381,-0.016143127,-0.013192092,-0.006730861,0.6408036,0
61,2009-03-30,-0.021780194,-0.040576634,-0.035439358,-0.052331177,-0.035504525,-0.04636884,-0.030380243,-0.039575426,-0.038564463,-4.0576634,4
62,2009-03-31,0.024406595,0.036216524,0.013044212,0.023664745,0.04245663,-0.015484589,0.006692924,0.033905256,0.007834221,3.6216524,0
63,2009-04-01,0.006913411,0.019586989,0.016421016,0.011273478,0.00748573,0.029450342,0.025332468,0.013131002,0.015339491,1.9586989,1
64,2009-04-02,0.031401768,0.052522395,0.028322241,0.058950531,0.041933723,0.043103753,0.041073535,0.046299865,0.038506193,5.2522395,1
65,2009-04-03,-0.005247358,0.010895898,0.009684728,0.000700361,-0.023374088,0.003441406,0.014865185,-0.013565922,0.004311521,1.0895898,5
66,2009-04-06,0.000735712,0.018613487,-0.008367252,-0.008055179,-0.009023892,0.012277689,-0.005058842,-0.00663938,0.004191931,1.8613487000000002,9
67,2009-04-07,-0.010297613,-0.035028186,-0.024143678,-0.006298227,-0.015901395,-0.002835377,-0.007773473,-0.010973461,-0.005565862,-3.5028186000000003,8
68,2009-04-08,0.047238893,0.046046123,0.011714575,0.008160941,-0.001272913,-0.027295924,0.008113036,0.00457624,-0.007501084,4.6046123,3
69,2009-04-09,0.03177774,0.05155751,0.037347061,0.030107235,0.014717304,0.036672343,0.030251635,0.020350247,0.027695855,5.155751,7
70,2009-04-10,0.010170736,0.014648571,0.002530186,0.0,0.001329537,0.005374682,0.009898367,0.0,0.005385996,1.4648571000000001,7
71,2009-04-13,-0.013661316,-0.018458136,0.0,0.0,0.0,-0.004436367,0.0,0.0,0.005879636,-1.8458136,8
72,2009-04-14,-0.010111415,-0.009219812,-0.02026854,0.014564593,0.0,-0.009202462,-0.012558966,0.010410568,0.007414113,-0.9219812000000001,8
73,2009-04-15,0.0057888,-0.007271922,0.012470933,-0.001585629,-0.005177582,-0.011341193,-0.003197674,-0.00569206,0.00271128,-0.7271922,1
74,2009-04-16,0.041454961,0.037113921,0.015419321,0.013029635,0.021094357,0.001405858,0.016473899,0.019679181,0.00243869,3.7113921000000003,0
75,2009-04-17,-0.002617982,-0.006440886,0.004957068,0.014511955,0.009771985,0.017247937,-0.005381101,0.015000818,-0.005525922,-0.6440886,9
76,2009-04-20,-0.030954776,-0.043561684,-0.043732255,-0.04159436,-0.025212563,0.001925716,-0.02982119,-0.033145055,-0.008357848,-4.3561684000000005,3
77,2009-04-21,0.004548211,-0.013976351,0.021029382,0.003411245,-0.000852301,-0.024203839,0.010188062,0.000107111,-0.007276574,-1.3976351,5
78,2009-04-22,0.009655946,0.017986713,-0.007711286,0.02040297,0.01077559,0.001831566,0.0,0.014246565,-0.000966672,1.7986713,8
79,2009-04-24,0.024517037,0.041463716,0.026531285,0.017241174,0.030613015,-0.002215049,0.041114235,0.019732664,0.022915147,4.1463716,3
80,2009-04-27,-0.004162916,-0.00776554,-0.010117621,0.004216312,0.002643279,0.002105043,-0.020564056,0.001193826,-0.01873672,-0.776554,0
81,2009-04-28,-0.012367953,-0.021244475,-0.002744255,-0.018631963,-0.017087813,-0.027013084,2.18243e-05,-0.016191973,-0.013223984,-2.1244475,2
82,2009-04-29,0.05198032,0.073005406,0.021379806,0.020864204,0.022496725,0.038624986,0.030223262,0.021224456,0.025812429,7.3005406,5
83,2009-04-30,0.029022746,0.040498015,-0.0009505,0.013698743,0.012830266,0.0,0.001333094,0.013364378,0.016444765,4.0498015,2
84,2009-05-04,0.016261076,0.015619342,0.038689132,0.027504086,0.021724277,0.061229315,0.06379152,0.015641377,0.047804531,1.5619342,9
85,2009-05-05,0.025882269,0.042492156,-0.003798927,-0.010131828,0.0,0.0,0.005243643,0.004722386,0.004035826,4.2492156,5
86,2009-05-06,0.021061108,0.015539992,0.017254573,0.005687449,0.013648963,0.0,0.016228371,0.012728662,0.011737376,1.5539992,1
87,2009-05-07,-0.026273031,-0.01169267,-0.013290323,-0.015820981,0.000500273,0.0,-0.028380057,-0.005234116,-0.00246741,-1.169267,7
88,2009-05-08,-0.001123867,-0.005918252,0.02378394,0.022598204,0.014310465,0.005008903,0.026378015,0.016838852,0.010330863,-0.5918251999999999,1
89,2009-05-11,-0.018541411,-0.018413175,-0.0217472,-0.009608685,-0.005979158,0.002028086,-0.008205415,-0.011834648,-0.005579355,-1.8413175,2
90,2009-05-12,0.025756738,0.020467942,-0.000979319,-0.00263347,-0.002257083,-0.016359317,-0.012833092,-0.004118204,-0.002245018,2.0467942,7
91,2009-05-13,-0.006508992,-0.000703323,-0.027263206,-0.026405979,-0.021492451,0.004493787,-0.033274117,-0.02444295,-0.010673606,-0.0703323,1
92,2009-05-14,0.008070571,-0.008364512,0.010298404,0.002294509,0.007177395,-0.026773548,0.015633439,0.004393536,-0.011305019,-0.8364512,4
93,2009-05-15,0.011703446,0.019054811,-0.011475674,-0.000204728,-0.003329242,0.018660853,-0.00891802,0.002504001,0.008160491,1.9054811,0
94,2009-05-18,0.00540756,0.008294571,0.029936576,0.023873177,0.022378302,-0.024731766,0.048899958,0.021345107,0.027348038,0.8294571000000001,4
95,2009-05-20,0.042840743,0.06128487,-0.006882962,0.037812995,0.004913133,0.033288664,-0.004245051,0.01755585,0.023405287,6.128487,2
96,2009-05-21,-0.011999815,-0.012065934,-0.01689961,-0.027823812,-0.027889576,-0.008650804,-0.022856559,-0.020868958,-0.017031881,-1.2065934,0
97,2009-05-22,0.008430531,0.008559532,-0.001498313,0.003682503,0.004546089,-0.004147121,0.009557472,-0.000809664,0.00213008,0.8559532,3
98,2009-05-25,0.011166484,0.002812079,0.025962189,-6.0993e-05,0.010573187,0.013050445,0.0048923,0.00163058,0.000841483,0.2812079,5
99,2009-05-26,-0.015572642,-0.022049112,0.0,0.013560317,0.0,-0.003879345,0.019970076,0.00693029,-0.005331499,-2.2049111999999997,5
100,2009-05-27,0.008801231,0.006089365,-0.019153403,0.003038143,0.001019495,0.013649584,-0.000945645,0.003596128,0.016360679,0.6089365,9
101,2009-05-28,-0.004209168,-0.00946971,0.015301234,-0.013668905,-0.006520009,0.001336146,0.023829502,-0.009320093,0.008582894,-0.9469709999999999,1
102,2009-05-29,-0.000514681,0.01745131,0.013483449,0.001608313,0.006904881,0.007495599,0.002955602,0.002727525,0.007760751,1.7451310000000002,2
103,2009-06-01,0.028131284,0.036775968,0.025489965,0.040019701,0.019789756,0.016172017,0.023922986,0.022988538,0.029978301,3.6775968,1
104,2009-06-02,-0.007792426,-0.010423561,0.001981342,0.000291641,-0.006501047,0.00274068,-0.008959741,0.000450926,-0.006630541,-1.0423561,0
105,2009-06-03,-0.022362446,-0.020392771,-0.013834487,-0.01755778,-0.0211285,0.003842444,-0.036068649,-0.019199926,-0.013026704,-2.0392771,9
106,2009-06-04,-0.019171953,-0.026503017,0.011418207,0.002029779,0.000798148,-0.007491806,0.026093133,0.001198657,-0.001283652,-2.6503017,8
107,2009-06-05,0.013947094,0.014207147,-0.002517863,0.002411795,0.011716184,0.010192006,-0.002303264,0.006255363,0.007195201,1.4207147,7
108,2009-06-08,-0.032005875,-0.043297074,-0.001011052,-0.014344978,-0.00755335,0.009944239,0.005403347,-0.010088166,-0.010536916,-4.3297074,0
109,2009-06-09,0.004478365,0.006670686,0.003497083,-0.001371646,-9.08059e-05,-0.008020417,-0.008858814,0.002247523,-0.005148888,0.6670686,1
110,2009-06-10,0.017089104,0.02671333,-0.003486435,0.010612059,0.00723854,0.020697148,0.004766918,0.009563579,0.019623396,2.671333,1
111,2009-06-11,0.00967985,0.006414361,0.006093308,0.011041178,0.005641288,-0.001017383,0.002748462,0.007607936,0.002888594,0.6414361000000001,0
112,2009-06-12,0.002670961,0.008682443,0.001396013,-0.007472152,-0.004469959,0.015359336,0.0,-0.003360153,-0.002180222,0.8682443,6
113,2009-06-15,-0.003623787,-0.010935365,-0.024055536,-0.036010872,-0.026461398,-0.009531439,-0.028867828,-0.026607747,-0.021109333,-1.0935365000000001,8
114,2009-06-16,-0.004441286,-0.004115531,-0.012801901,0.000159498,0.000600837,-0.028981619,-0.016040638,-0.001898177,-0.009452694,-0.41155310000000006,3
115,2009-06-17,0.001688065,-0.002397706,-0.00138258,-0.018727781,-0.011641683,0.008979463,-0.003129526,-0.017037019,-0.013276347,-0.2397706,5
116,2009-06-18,0.031866012,0.024440981,0.008375844,0.007782173,0.000560787,-0.014032772,-0.002805326,0.006532695,-0.009827668,2.4440981,5
117,2009-06-19,0.002917994,0.009371344,0.003109374,0.00040922,0.015069604,0.008470044,0.009210347,0.010530485,0.007504972,0.9371344,7
118,2009-06-22,-0.011589253,-0.014240564,-0.031078361,-0.030645878,-0.026085699,0.00408005,-0.037260554,-0.028450775,-0.011895017,-1.4240564,8
119,2009-06-23,-0.014168795,-0.024762184,0.002304071,0.002925363,-0.00094518,-0.028559096,0.006424415,-0.000397087,-0.014676581,-2.4762184,7
120,2009-06-24,0.024046363,0.032322169,0.006503219,0.027007371,0.011751017,0.00425394,-0.002854675,0.021006006,0.016991546,3.2322168999999996,7
121,2009-06-25,0.015786402,0.020041017,0.021217576,-0.007357423,-0.006422449,0.021228049,0.036431633,-0.006491876,0.013359036,2.0041017,4
122,2009-06-26,0.011719598,0.02094488,-0.001478936,-0.005030798,-0.00273147,0.008266001,-0.000563101,-0.002434553,0.009896025,2.094488,2
123,2009-06-29,0.002315584,0.004539175,0.009024344,0.022485929,0.012419609,-0.00955408,0.012584123,0.01610096,0.003009271,0.45391750000000003,8
124,2009-06-30,0.002929655,0.006462161,-0.008567381,-0.015773409,-0.01048797,0.017726206,-0.012992085,-0.009756314,-0.006932094,0.6462161,9
125,2009-07-01,0.007996801,0.008066865,0.004352434,0.019930494,0.021304896,-0.001860454,0.001533847,0.018996966,0.01104966,0.8066865,2
126,2009-07-02,-0.005590715,-0.002963695,-0.029577647,-0.03885596,-0.0248176,-0.006437219,-0.010120103,-0.026148902,-0.004837023,-0.2963695,6
127,2009-07-03,-0.006518816,-0.011508276,0.002562476,-0.00218104,0.000472222,-0.006101921,-0.001765399,-0.000129804,0.000864074,-1.1508276,2
128,2009-07-06,-0.00105307,-0.009724852,0.0,-0.012049252,-0.009820745,-0.013869065,-0.006164046,-0.01052673,-0.013954751,-0.9724852,8
129,2009-07-07,0.012265455,0.017404655,-0.019879851,-0.011595793,-0.001885015,-0.0034229,-0.023282659,-0.005062892,-0.002388698,1.7404655000000002,6
130,2009-07-08,-0.001519732,-0.0098359,-0.001669895,-0.005569842,-0.011240391,-0.02381417,-0.005657236,-0.011370978,-0.007945176,-0.98359,6
131,2009-07-09,-0.004539036,-0.001230056,0.003540952,0.012479081,0.00445843,-0.013862056,0.000873993,0.005713551,0.003546083,-0.12300559999999999,7
132,2009-07-10,-0.005617343,-0.008927347,-0.004029952,-0.01167899,-0.007603314,-0.000406925,0.0,-0.010951065,-0.003456886,-0.8927347,3
133,2009-07-13,0.006074147,0.003941595,0.024627968,0.031411443,0.017985189,-0.025844501,-0.000691001,0.020103773,-0.013401351,0.3941595,1
134,2009-07-14,-0.008232237,0.001961398,0.00530194,0.012489601,0.008436269,0.023098273,-0.006404264,0.00981059,0.016832183,0.1961398,8
135,2009-07-15,0.032511512,0.036041524,0.029199472,0.030228467,0.025350254,0.000802976,0.048407174,0.027037465,0.027435226,3.6041524,4
136,2009-07-16,0.006370441,0.010105514,0.008604637,0.00581654,0.003513893,0.008049079,0.01203328,0.004621884,0.006022186,1.0105514,7
137,2009-07-17,-0.011323604,-0.009281959,-0.000382751,0.004269506,0.006171025,0.005460144,0.002961825,0.006393209,0.010282347,-0.9281959,7
138,2009-07-20,0.013780465,0.024767693,0.011366703,0.01034125,0.012409018,0.026955527,0.020584797,0.010856959,0.023092409,2.4767693,4
139,2009-07-21,-0.006357127,-0.005420251,0.003620702,0.012607683,0.008426009,0.0,0.001485116,0.00790874,0.001526131,-0.5420251,7
140,2009-07-22,0.004758472,0.009434319,-0.000534409,0.005401593,0.002785548,0.007343449,-0.003028966,0.002757225,-0.004710116,0.9434319,7
141,2009-07-23,0.018495281,0.027708479,0.023022629,0.024250767,0.014602347,0.007151049,0.021916235,0.018131092,0.016398626,2.7708479,3
142,2009-07-24,0.012603659,0.01469961,0.003037511,-0.003420947,0.003677601,0.015362945,0.00382684,0.000477297,0.003712147,1.469961,4
143,2009-07-27,0.011235934,0.015375231,0.002977407,0.004234371,0.002073625,0.014387358,0.001687981,0.003589901,0.009279397,1.5375231,7
144,2009-07-28,0.004036218,0.008396005,-0.00260985,-0.014734175,-0.012572986,-0.000138779,-0.001412572,-0.009714293,0.003495323,0.8396005,9
145,2009-07-29,0.009330697,-0.000453061,-0.004573436,0.018301985,0.004120628,0.002572215,-0.01362225,0.00679058,-0.013102375,-0.0453061,5
146,2009-07-30,0.043744798,0.04563733,0.011825409,0.01699602,0.018324749,0.00512565,0.013732392,0.020259518,0.010000404,4.563733,8
147,2009-07-31,0.010826132,0.016193889,0.000739529,-0.005334443,-0.005021656,0.018675099,0.005272613,-0.002400819,0.010755726,1.6193889,7
148,2009-08-03,0.045219554,0.050339385,0.015225583,0.017606197,0.01595143,-0.000421067,0.022246412,0.013411189,0.016159052,5.0339385,2
149,2009-08-04,0.001853539,0.005901211,0.003007551,-0.001813006,-0.002373343,0.002174891,0.000714056,-0.002555235,-0.003348635,0.5901211,0
150,2009-08-05,-0.017993859,-0.016477754,-0.002917791,-0.011886829,-0.005215443,-0.011875526,0.006155398,-0.006186667,-0.004860192,-1.6477754,7
151,2009-08-06,-0.001445482,-0.007075515,-0.005640579,0.003165165,0.009295817,0.013135453,-0.011218338,0.007141904,0.001624173,-0.7075515,9
152,2009-08-07,0.021028135,0.012236363,0.013349737,0.016434111,0.008724225,0.002307673,0.01026016,0.01108049,-0.002621474,1.2236363,3
153,2009-08-10,-0.001832467,0.004289841,-0.003350552,-0.007509404,-0.001988619,0.010715437,0.008837102,-0.003177243,0.00419627,0.4289841,4
154,2009-08-11,-0.02278477,-0.036549776,-0.012740935,-0.02472302,-0.010837387,0.005798293,-0.018989655,-0.013443727,-0.006116571,-3.6549776,6
155,2009-08-12,0.004813828,-0.00436774,0.011459209,0.012087512,0.009693198,-0.014315821,0.014722248,0.010512515,-0.006397762,-0.436774,7
156,2009-08-13,0.013453937,0.033335747,0.006856468,0.009491105,0.008171239,0.007845521,0.00809607,0.007872083,0.013275554,3.3335747,0
157,2009-08-14,-0.004084155,-0.007142277,-0.008567996,-0.017180275,-0.008765038,0.007591021,-0.007212881,-0.008324871,-0.001426894,-0.7142277,7
158,2009-08-17,-0.000271351,-0.017895879,-0.024559914,-0.02045602,-0.014745432,-0.031510413,-0.025391151,-0.01925327,-0.02977241,-1.7895879,4
159,2009-08-18,-0.001299983,0.006328676,0.010094531,0.009400826,0.008745287,0.001590965,0.009570486,0.009641885,0.002853029,0.6328676,0
160,2009-08-19,0.031414816,0.027861466,0.006837444,-0.003579228,0.000831956,-0.007902834,0.007274059,-4.21174e-05,-0.003350004,2.7861466000000004,1
161,2009-08-20,0.019757306,0.026608014,0.010889255,0.015001647,0.014164513,0.01742954,0.011948419,0.014198886,0.013296568,2.6608014,9
162,2009-08-21,0.013108203,0.01466062,0.01845147,0.028159057,0.019631127,-0.014083517,0.015677695,0.023348771,0.006812872,1.466062,1
163,2009-08-24,0.012676973,0.016467907,-0.000545889,0.010382074,0.009295139,0.032938842,0.000796509,0.010500577,0.016065598,1.6467907,5
164,2009-08-25,0.006291416,-0.000329157,0.002366611,0.006742021,0.004198518,-0.007940868,-0.006146066,0.004957708,-0.0014647,-0.0329157,2
165,2009-08-26,-0.023435627,-0.026864444,0.000116725,-0.006339909,-0.005342917,0.013469431,0.005990277,-0.004106477,-0.001999212,-2.6864444,2
166,2009-08-27,0.008987423,0.006307214,0.002777914,-0.009395737,-0.004344269,-0.015700096,-0.001073872,-0.004156013,-0.006473657,0.6307214,7
167,2009-08-28,0.003705789,0.007392781,-0.001990379,0.008558729,0.008079158,0.00572828,-5.19908e-05,0.009242537,0.005024977,0.7392781,5
168,2009-08-31,-0.021432986,-0.025187312,-0.008109142,-0.010807922,-0.018338199,-0.003957836,-0.021228575,-0.006164299,-0.012832464,-2.5187312,8
169,2009-09-01,0.008224308,0.007152568,-0.022372209,-0.024247085,0.0,0.003570449,-0.012003278,-0.017967666,0.003596736,0.7152568,3
170,2009-09-02,-0.02534402,-0.03160451,-0.003301906,-0.001399438,-0.000456564,-0.023989018,-0.007715796,-0.00598433,-0.008320949,-3.160451,5
171,2009-09-03,0.008378078,0.012507327,0.008498592,-0.003468519,-0.004306092,-0.006423021,0.005778958,-0.001465902,0.008117162,1.2507327000000001,0
172,2009-09-04,-0.021587901,-0.01798409,0.01303221,0.015536746,0.01138013,-0.00269879,0.016821479,0.012772763,0.009702045,-1.7984090000000001,0
173,2009-09-07,0.002509442,0.010777477,0.008806056,0.014579985,0.016658706,0.013051646,0.0,0.015583349,0.010025827,1.0777477,5
174,2009-09-08,-0.009497407,-0.006658603,0.0,0.003329304,0.002854109,0.006979791,0.021012589,0.002873531,0.013928806,-0.6658603,8
175,2009-09-09,-0.005834448,-0.008671602,0.007752278,0.016738829,0.01145557,-0.007832791,0.000950201,0.01084736,-0.002746053,-0.8671602,8
176,2009-09-10,0.007574225,-0.002567542,0.010368274,0.00367266,-0.003322661,0.019354473,0.010751868,-0.00103475,0.009233671,-0.2567542,2
177,2009-09-11,0.036271557,0.040760842,-0.001351306,0.005214478,0.00476039,-0.006617068,-0.002908421,0.005179929,0.003606254,4.0760841999999995,7
178,2009-09-14,-0.001994969,-0.005213742,0.006319121,-0.000672343,0.001475515,-0.023469587,0.008564121,-0.000698728,-0.008405198,-0.5213742,0
179,2009-09-15,-0.012536673,-0.004136276,0.003130399,0.001553886,0.004611876,0.00152402,0.00670439,0.004297024,0.008323168,-0.41362760000000004,6
180,2009-09-16,0.016615187,0.025284654,0.015207304,0.012583534,0.016132238,0.005188316,0.019169169,0.014512465,0.015813252,2.5284654,6
181,2009-09-17,0.006084621,0.011543224,-0.003064311,0.005402676,0.007756573,0.016706504,-0.002901027,0.005445147,0.005761581,1.1543223999999999,6
182,2009-09-18,0.004157378,0.000267365,0.002633813,-0.004776585,0.001721987,-0.007039407,0.00772294,-0.00036404,0.000412402,0.0267365,0
183,2009-09-23,0.008195123,0.004858922,-0.006979274,-0.00031212,-0.006497119,0.016608748,-0.003415873,-0.002200783,-0.004004496,0.4858922,8
