Product_ID,Category,Price,Units_Sold,Store_ID,Customer_Age,Customer_Gender,Discount_Applied,Purchase_Date,Satisfaction_Score
109,Clothing,254.19,36,3,56,Male,30,2022-04-19,3
110,Food,346.75,74,11,21,Female,10,2022-04-20,3
111,Furniture,24.46,97,14,50,Male,0,2022-04-21,4
112,Food,400.71,55,18,30,Female,10,2022-04-22,2
113,Furniture,315.81,69,5,37,Female,20,2022-04-23,4
114,Clothing,45.47,47,16,24,Female,10,2022-04-24,3
115,Food,437.42,49,20,32,Male,30,2022-04-25,2
116,Furniture,460.83,99,5,40,Male,10,2022-04-26,4
117,Electronics,35.23,98,3,31,Female,20,2022-04-27,5
118,Clothing,142.05,33,12,40,Male,20,2022-04-28,5
119,Furniture,404.07,21,1,36,Male,20,2022-04-29,4
120,Electronics,375.39,81,9,46,Female,30,2022-04-30,2
121,Furniture,96.34,22,9,37,Female,20,2022-05-01,4
122,Electronics,108.63,48,4,46,Male,0,2022-05-02,4
123,Clothing,188.38,37,3,41,Female,20,2022-05-03,3
124,Food,244.84,15,17,35,Female,10,2022-05-04,5
125,Electronics,311.04,35,2,27,Female,10,2022-05-05,3
126,Furniture,187.61,92,1,58,Male,10,2022-05-06,3
127,Clothing,233.95,71,8,25,Male,30,2022-05-07,4
128,Electronics,375.0,32,13,43,Male,10,2022-05-08,3
129,Furniture,23.16,11,15,46,Female,30,2022-05-09,5
130,Furniture,129.96,10,8,27,Male,30,2022-05-10,3
131,Furniture,358.11,73,12,34,Female,20,2022-05-11,5
132,Electronics,448.13,78,12,19,Male,0,2022-05-12,3
133,Electronics,258.28,77,14,23,Male,20,2022-05-13,5
134,Electronics,268.4,57,15,22,Female,20,2022-05-14,3
135,Food,58.05,25,15,45,Male,30,2022-05-15,3
136,Electronics,226.47,2,9,58,Female,30,2022-05-16,2
137,Electronics,268.65,64,19,22,Male,10,2022-05-17,5
138,Electronics,125.02,35,20,35,Male,10,2022-05-18,5
139,Food,138.28,7,8,43,Female,20,2022-05-19,5
140,Electronics,191.76,85,19,37,Female,5,2022-05-20,1
141,Furniture,14.94,18,6,58,Female,5,2022-05-21,3
142,Electronics,164.43,67,20,66,Male,10,2022-05-22,5
143,Furniture,109.67,42,19,44,Male,5,2022-05-23,1
144,Furniture,167.11,39,4,66,Male,10,2022-05-24,2
145,Furniture,64.28,41,7,29,Female,30,2022-05-25,5
146,Food,445.81,75,4,24,Female,20,2022-05-26,5
147,Food,298.83,24,12,20,Female,0,2022-05-27,1
148,Food,341.16,60,13,27,Male,20,2022-05-28,3
149,Electronics,395.64,46,3,51,Male,10,2022-05-29,2
150,Furniture,251.73,19,12,42,Female,10,2022-05-30,5
151,Food,48.03,68,2,52,Male,20,2022-05-31,3
152,Food,270.87,90,2,33,Female,10,2022-06-01,2
153,Electronics,295.49,42,9,19,Male,5,2022-06-02,4
154,Food,373.99,32,1,41,Male,5,2022-06-03,4
155,Electronics,218.67,39,8,27,Female,10,2022-06-04,2
156,Clothing,68.15,36,6,55,Male,10,2022-06-05,1
157,Food,145.47,97,6,39,Male,5,2022-06-06,2
158,Clothing,184.73,36,18,43,Female,10,2022-06-07,2
159,Electronics,324.73,3,17,60,Female,10,2022-06-08,1
160,Furniture,287.54,73,12,56,Male,20,2022-06-09,1
161,Food,181.27,8,6,44,Female,0,2022-06-10,3
162,Electronics,493.33,97,8,46,Male,5,2022-06-11,3
163,Furniture,304.86,70,19,64,Female,20,2022-06-12,1
164,Furniture,122.43,41,10,55,Male,0,2022-06-13,4
165,Clothing,55.38,68,1,37,Male,10,2022-06-14,4
166,Electronics,80.67,13,13,44,Female,10,2022-06-15,2
167,Furniture,126.75,49,17,58,Male,20,2022-06-16,5
168,Food,84.54,60,3,37,Male,10,2022-06-17,2
169,Food,97.35,2,8,61,Female,30,2022-06-18,2
170,Clothing,146.12,60,14,36,Female,20,2022-06-19,5
171,Furniture,90.82,5,3,37,Male,0,2022-06-20,1
172,Electronics,448.9,44,16,52,Female,20,2022-06-21,4
173,Food,44.72,27,13,64,Female,5,2022-06-22,2
174,Furniture,264.63,32,20,19,Male,20,2022-06-23,5
175,Furniture,208.15,21,17,47,Male,10,2022-06-24,3
176,Clothing,491.28,8,13,51,Female,10,2022-06-25,2
177,Food,60.46,72,6,39,Female,30,2022-06-26,4
178,Food,201.94,50,17,20,Female,30,2022-06-27,1
179,Electronics,484.89,67,14,23,Male,30,2022-06-28,2
180,Food,433.43,44,17,32,Male,0,2022-06-29,2
181,Electronics,409.45,58,8,44,Male,30,2022-06-30,5
182,Food,132.66,3,11,27,Male,0,2022-07-01,3
183,Clothing,89.59,86,20,26,Male,30,2022-07-02,3
184,Food,335.98,70,1,50,Male,0,2022-07-03,1
185,Electronics,465.04,2,7,49,Male,20,2022-07-04,4
186,Electronics,280.6,87,17,65,Female,20,2022-07-05,1
187,Clothing,287.95,44,10,23,Female,10,2022-07-06,2
188,Food,143.59,2,11,58,Male,0,2022-07-07,2
189,Food,385.9,81,9,53,Male,5,2022-07-08,3
190,Clothing,97.59,35,9,19,Male,10,2022-07-09,4
191,Food,165.22,98,5,46,Female,20,2022-07-10,5
192,Food,215.59,87,17,21,Male,0,2022-07-11,4
193,Electronics,256.27,30,9,18,Female,30,2022-07-12,2
194,Food,124.99,8,17,36,Female,5,2022-07-13,5
195,Food,61.84,22,19,43,Female,20,2022-07-14,4
196,Clothing,307.26,44,7,42,Female,10,2022-07-15,4
197,Clothing,147.87,58,9,27,Female,0,2022-07-16,5
198,Furniture,292.71,36,7,32,Male,5,2022-07-17,2
199,Electronics,81.41,69,13,39,Male,0,2022-07-18,4
200,Food,243.16,77,11,68,Female,30,2022-07-19,5
201,Food,268.63,93,14,65,Male,10,2022-07-20,2
202,Furniture,30.65,31,19,38,Female,0,2022-07-21,5
203,Food,171.62,47,11,39,Female,20,2022-07-22,5
204,Electronics,71.54,55,13,53,Male,10,2022-07-23,4
205,Furniture,36.37,80,14,51,Male,20,2022-07-24,2
206,Electronics,495.03,62,13,47,Male,0,2022-07-25,4
207,Furniture,164.57,30,1,42,Male,10,2022-07-26,1
208,Furniture,405.89,55,8,62,Male,20,2022-07-27,1
209,Clothing,131.05,16,12,45,Female,30,2022-07-28,2
210,Electronics,342.34,12,19,18,Male,30,2022-07-29,5
211,Food,381.31,17,12,66,Male,0,2022-07-30,4
212,Food,299.84,16,8,62,Male,10,2022-07-31,4
213,Electronics,238.43,12,8,21,Female,5,2022-08-01,2
214,Food,208.86,8,13,24,Male,10,2022-08-02,2
215,Food,177.69,84,12,66,Female,30,2022-08-03,1
216,Electronics,465.12,3,16,26,Male,20,2022-08-04,3
217,Furniture,416.16,16,1,53,Male,5,2022-08-05,2
218,Electronics,482.69,30,13,36,Female,0,2022-08-06,3
219,Furniture,66.53,23,7,18,Male,5,2022-08-07,2
220,Food,366.78,92,5,27,Male,0,2022-08-08,5
221,Food,469.48,5,8,53,Female,5,2022-08-09,5
222,Food,94.71,84,14,26,Male,0,2022-08-10,1
223,Clothing,37.92,65,13,62,Female,0,2022-08-11,1
224,Furniture,371.85,30,15,63,Female,5,2022-08-12,3
225,Clothing,289.36,21,17,59,Female,5,2022-08-13,2
226,Clothing,421.71,84,15,49,Female,0,2022-08-14,4
227,Electronics,74.19,70,20,49,Female,30,2022-08-15,1
228,Clothing,398.66,22,18,23,Male,5,2022-08-16,4
229,Electronics,104.81,82,18,65,Male,10,2022-08-17,4
230,Electronics,86.01,72,2,55,Male,20,2022-08-18,2
231,Clothing,86.31,32,4,34,Female,0,2022-08-19,3
232,Furniture,408.21,33,1,27,Female,0,2022-08-20,2
233,Furniture,334.27,16,4,67,Female,20,2022-08-21,1
234,Furniture,263.92,76,18,44,Female,30,2022-08-22,4
235,Furniture,182.62,38,5,67,Male,20,2022-08-23,2
236,Furniture,439.21,98,19,52,Male,5,2022-08-24,2
237,Clothing,199.26,14,15,69,Female,20,2022-08-25,2
238,Clothing,409.22,36,8,38,Female,0,2022-08-26,1
239,Food,222.37,97,20,42,Male,20,2022-08-27,3
240,Furniture,191.59,23,17,45,Female,10,2022-08-28,2
241,Clothing,234.03,66,1,64,Female,5,2022-08-29,1
242,Food,154.18,85,12,32,Female,20,2022-08-30,4
243,Furniture,375.07,2,19,21,Male,0,2022-08-31,5
244,Electronics,253.85,91,15,46,Male,5,2022-09-01,1
245,Food,119.95,73,9,26,Female,0,2022-09-02,5
246,Clothing,450.29,65,7,44,Male,30,2022-09-03,2
247,Electronics,195.03,75,2,43,Female,10,2022-09-04,2
248,Electronics,274.06,67,9,36,Female,30,2022-09-05,1
249,Electronics,453.7,52,10,45,Male,10,2022-09-06,5
250,Food,314.0,62,2,34,Female,20,2022-09-07,2
251,Clothing,62.86,23,19,60,Female,5,2022-09-08,4
252,Electronics,470.22,26,11,58,Male,20,2022-09-09,3
253,Furniture,315.72,68,13,59,Female,10,2022-09-10,3
254,Electronics,170.78,82,10,67,Female,10,2022-09-11,2
255,Electronics,73.94,55,14,37,Female,10,2022-09-12,5
256,Food,398.04,6,18,62,Male,0,2022-09-13,2
257,Food,311.94,35,19,57,Female,5,2022-09-14,5
258,Clothing,269.06,22,9,56,Male,20,2022-09-15,4
259,Furniture,447.48,43,7,66,Female,20,2022-09-16,5
260,Food,395.36,15,3,40,Female,30,2022-09-17,2
261,Electronics,80.08,86,20,64,Female,10,2022-09-18,4
262,Clothing,159.3,60,6,49,Female,10,2022-09-19,1
263,Electronics,128.0,12,2,69,Male,10,2022-09-20,3
264,Electronics,373.25,49,6,64,Male,20,2022-09-21,2
265,Food,21.6,42,3,50,Female,30,2022-09-22,2
266,Clothing,287.1,38,16,63,Female,0,2022-09-23,2
267,Furniture,382.42,82,8,22,Female,5,2022-09-24,4
268,Furniture,439.0,45,2,60,Female,0,2022-09-25,1
269,Food,174.33,35,17,65,Female,20,2022-09-26,5
270,Food,411.52,30,9,51,Female,10,2022-09-27,1
271,Clothing,59.76,88,12,57,Female,5,2022-09-28,4
272,Furniture,423.99,30,3,28,Female,20,2022-09-29,2
273,Furniture,68.11,78,11,67,Male,20,2022-09-30,3
274,Furniture,201.66,6,1,20,Male,20,2022-10-01,2
275,Electronics,399.66,67,13,50,Male,5,2022-10-02,5
276,Furniture,79.21,80,15,28,Female,5,2022-10-03,3
277,Electronics,118.48,7,5,33,Female,30,2022-10-04,2
278,Clothing,362.52,52,17,35,Female,30,2022-10-05,3
279,Electronics,361.42,14,6,47,Male,0,2022-10-06,1
280,Clothing,322.37,73,11,65,Female,5,2022-10-07,4
281,Furniture,348.5,15,18,27,Male,5,2022-10-08,2
282,Furniture,273.65,21,4,35,Female,5,2022-10-09,5
283,Clothing,129.64,35,3,55,Male,30,2022-10-10,1
284,Food,176.12,66,13,36,Male,20,2022-10-11,2
285,Clothing,94.89,91,9,53,Male,10,2022-10-12,1
286,Food,454.68,2,6,30,Female,30,2022-10-13,5
287,Electronics,293.78,35,12,63,Male,5,2022-10-14,2
288,Electronics,203.42,82,2,20,Female,30,2022-10-15,5
289,Electronics,233.69,78,3,27,Female,0,2022-10-16,3
290,Furniture,473.91,20,3,55,Female,5,2022-10-17,5
291,Electronics,80.91,82,12,18,Female,0,2022-10-18,3
292,Food,295.18,10,15,44,Female,5,2022-10-19,2
293,Electronics,255.41,25,9,63,Male,30,2022-10-20,3
294,Clothing,307.67,66,8,25,Female,20,2022-10-21,2
295,Clothing,13.96,25,11,68,Female,10,2022-10-22,2
296,Furniture,436.7,54,16,63,Female,0,2022-10-23,4
297,Clothing,466.4,33,4,59,Female,30,2022-10-24,2
298,Food,284.74,36,1,34,Female,20,2022-10-25,3
299,Electronics,349.84,95,7,26,Male,30,2022-10-26,4
300,Furniture,461.64,14,2,23,Male,0,2022-10-27,4
301,Electronics,355.08,65,5,60,Female,10,2022-10-28,2
302,Electronics,80.51,80,7,42,Male,30,2022-10-29,5
303,Food,290.26,54,4,56,Male,5,2022-10-30,5
304,Clothing,305.32,52,5,66,Female,20,2022-10-31,4
305,Clothing,214.94,3,1,45,Male,30,2022-11-01,2
306,Electronics,369.54,99,1,50,Female,20,2022-11-02,5
307,Furniture,467.51,41,15,54,Male,5,2022-11-03,2
308,Clothing,463.16,6,20,26,Male,10,2022-11-04,2
309,Furniture,228.17,25,19,35,Male,10,2022-11-05,4
310,Clothing,61.05,13,10,38,Female,5,2022-11-06,4
311,Furniture,492.5,98,18,19,Male,20,2022-11-07,1
312,Food,420.25,8,3,60,Male,30,2022-11-08,5
313,Furniture,66.71,21,11,55,Female,5,2022-11-09,5
314,Food,460.82,98,15,57,Female,0,2022-11-10,5
315,Food,435.6,68,11,53,Male,20,2022-11-11,3
316,Furniture,261.82,25,17,67,Female,10,2022-11-12,2
317,Food,297.68,79,17,60,Male,5,2022-11-13,4
318,Electronics,202.51,68,6,54,Male,10,2022-11-14,5
319,Food,32.11,45,5,32,Female,20,2022-11-15,1
320,Clothing,170.92,60,8,45,Female,10,2022-11-16,5
321,Furniture,402.41,12,2,35,Female,5,2022-11-17,2
322,Electronics,7.29,32,16,51,Male,20,2022-11-18,2
323,Furniture,170.08,96,20,39,Female,0,2022-11-19,4
324,Clothing,202.09,92,12,28,Male,5,2022-11-20,3
325,Clothing,271.01,13,6,30,Female,30,2022-11-21,4
326,Clothing,460.33,31,1,21,Male,5,2022-11-22,5
327,Food,176.44,78,4,39,Female,20,2022-11-23,1
328,Food,176.74,20,17,24,Male,5,2022-11-24,4
329,Furniture,370.06,18,13,60,Female,0,2022-11-25,3
330,Furniture,228.85,93,18,41,Male,0,2022-11-26,4
331,Electronics,116.18,60,5,21,Female,30,2022-11-27,2
332,Electronics,228.96,63,3,45,Female,10,2022-11-28,5
333,Furniture,74.72,6,11,32,Male,20,2022-11-29,5
334,Food,92.31,32,13,18,Female,20,2022-11-30,5
335,Clothing,251.69,93,4,20,Male,10,2022-12-01,5
336,Furniture,212.37,43,14,31,Male,0,2022-12-02,5
337,Electronics,457.85,2,11,55,Female,0,2022-12-03,5
338,Food,184.38,60,10,67,Male,5,2022-12-04,1
339,Furniture,292.39,23,19,18,Female,30,2022-12-05,3
340,Furniture,317.97,83,18,55,Female,30,2022-12-06,5
341,Food,11.48,31,6,55,Male,30,2022-12-07,3
342,Furniture,333.45,5,15,38,Female,5,2022-12-08,5
343,Food,93.13,83,10,65,Male,30,2022-12-09,4
344,Clothing,480.73,34,5,46,Male,10,2022-12-10,5
345,Food,78.59,10,5,22,Female,5,2022-12-11,2
346,Food,210.24,89,10,66,Female,10,2022-12-12,1
347,Food,47.25,2,5,27,Male,5,2022-12-13,4
348,Furniture,498.45,11,3,45,Male,30,2022-12-14,4
349,Furniture,253.59,50,6,38,Female,10,2022-12-15,2
350,Food,299.72,31,4,67,Female,10,2022-12-16,5
351,Furniture,38.2,56,18,24,Female,10,2022-12-17,1
352,Electronics,376.23,79,9,20,Female,5,2022-12-18,4
353,Electronics,108.9,73,17,62,Male,20,2022-12-19,1
354,Furniture,449.54,87,13,64,Female,30,2022-12-20,4
355,Furniture,106.54,83,15,37,Male,10,2022-12-21,5
356,Food,99.39,9,20,36,Male,20,2022-12-22,4
357,Clothing,23.09,99,17,52,Female,30,2022-12-23,4
358,Furniture,238.67,21,13,21,Male,30,2022-12-24,3
359,Electronics,284.6,73,16,22,Female,10,2022-12-25,5
360,Food,37.53,28,4,18,Male,10,2022-12-26,2
361,Furniture,388.89,62,5,21,Female,5,2022-12-27,2
362,Electronics,229.38,7,5,29,Male,20,2022-12-28,5
363,Electronics,264.57,80,9,44,Male,20,2022-12-29,2
364,Clothing,223.18,16,17,59,Female,10,2022-12-30,5
365,Food,203.38,97,13,40,Female,30,2022-12-31,2
366,Food,282.02,4,2,42,Male,10,2023-01-01,3
367,Clothing,81.84,4,13,38,Male,30,2023-01-02,2
368,Clothing,95.05,40,19,69,Female,30,2023-01-03,4
369,Food,431.58,17,3,41,Male,10,2023-01-04,5
370,Food,473.33,52,10,42,Female,0,2023-01-05,1
371,Furniture,189.79,93,2,62,Male,20,2023-01-06,1
372,Furniture,139.02,52,13,63,Female,30,2023-01-07,5
373,Clothing,323.78,36,19,49,Male,30,2023-01-08,3
374,Furniture,207.32,38,17,49,Female,0,2023-01-09,2
375,Electronics,17.57,50,14,22,Female,5,2023-01-10,3
376,Furniture,82.3,63,12,53,Male,0,2023-01-11,1
377,Furniture,359.41,63,12,63,Female,0,2023-01-12,5
378,Electronics,331.17,62,11,59,Male,30,2023-01-13,5
379,Clothing,18.41,99,7,66,Female,20,2023-01-14,3
380,Electronics,114.88,7,4,59,Female,0,2023-01-15,3
381,Furniture,119.38,27,19,56,Female,5,2023-01-16,2
382,Clothing,337.59,92,1,33,Male,10,2023-01-17,4
383,Furniture,14.76,86,3,50,Female,0,2023-01-18,4
384,Electronics,56.53,14,13,66,Male,0,2023-01-19,2
385,Electronics,400.96,71,15,38,Female,5,2023-01-20,4
386,Furniture,93.38,86,2,26,Male,20,2023-01-21,1
387,Food,328.11,5,11,23,Male,0,2023-01-22,4
388,Food,122.9,55,4,68,Male,0,2023-01-23,2
389,Electronics,54.22,2,19,62,Female,20,2023-01-24,4
390,Electronics,125.37,62,17,52,Male,5,2023-01-25,5
391,Food,362.52,91,3,56,Female,0,2023-01-26,3
392,Food,428.57,21,18,39,Male,20,2023-01-27,1
393,Furniture,415.96,79,8,58,Male,0,2023-01-28,5
394,Furniture,201.61,21,19,22,Male,10,2023-01-29,5
395,Food,335.7,10,5,59,Male,30,2023-01-30,2
396,Furniture,106.47,87,7,40,Female,10,2023-01-31,3
397,Furniture,150.11,58,8,34,Male,0,2023-02-01,3
398,Clothing,448.69,39,5,29,Male,5,2023-02-02,1
399,Furniture,11.44,5,17,40,Female,30,2023-02-03,2
400,Electronics,47.33,65,5,33,Male,10,2023-02-04,1
401,Furniture,107.9,13,4,20,Male,20,2023-02-05,4
402,Furniture,18.13,85,19,47,Male,5,2023-02-06,5
403,Food,94.81,90,2,39,Male,10,2023-02-07,1
404,Electronics,293.61,85,11,26,Female,20,2023-02-08,5
405,Furniture,213.61,53,13,46,Female,0,2023-02-09,2
406,Furniture,446.87,82,15,64,Male,20,2023-02-10,4
407,Clothing,409.63,45,12,54,Female,10,2023-02-11,2
408,Furniture,174.2,32,11,40,Female,10,2023-02-12,4
409,Furniture,133.41,36,7,30,Male,0,2023-02-13,4
410,Clothing,192.95,81,5,49,Female,20,2023-02-14,5
411,Food,297.2,99,17,63,Male,20,2023-02-15,2
412,Furniture,137.69,60,20,69,Female,0,2023-02-16,2
413,Clothing,313.95,11,9,64,Female,20,2023-02-17,1
414,Electronics,207.66,63,14,65,Female,0,2023-02-18,2
415,Food,278.26,21,12,40,Male,5,2023-02-19,1
416,Electronics,220.88,52,6,62,Female,10,2023-02-20,3
417,Electronics,150.76,55,17,34,Male,5,2023-02-21,3
418,Clothing,474.48,26,19,57,Male,30,2023-02-22,3
419,Furniture,382.98,68,19,38,Female,30,2023-02-23,2
420,Clothing,74.36,34,16,19,Male,30,2023-02-24,2
421,Clothing,434.89,52,12,54,Female,0,2023-02-25,1
422,Clothing,246.28,82,12,23,Male,20,2023-02-26,4
423,Clothing,447.8,99,20,61,Male,5,2023-02-27,1
424,Food,400.93,93,6,35,Female,5,2023-02-28,3
425,Furniture,215.48,52,4,47,Female,5,2023-03-01,1
426,Electronics,16.12,29,6,39,Female,5,2023-03-02,4
427,Electronics,138.0,38,11,50,Female,30,2023-03-03,2
428,Furniture,273.11,42,1,47,Male,5,2023-03-04,1
429,Electronics,318.57,21,15,34,Male,20,2023-03-05,3
430,Furniture,132.65,42,11,60,Male,30,2023-03-06,3
431,Electronics,73.98,13,19,49,Female,5,2023-03-07,2
432,Clothing,418.29,64,18,59,Male,0,2023-03-08,1
433,Electronics,492.28,17,17,68,Female,10,2023-03-09,4
434,Furniture,265.22,9,19,31,Male,10,2023-03-10,2
435,Furniture,89.98,41,14,27,Female,10,2023-03-11,1
436,Furniture,139.79,1,18,64,Male,30,2023-03-12,5
437,Furniture,14.1,2,19,68,Male,5,2023-03-13,3
438,Furniture,457.58,60,15,53,Female,30,2023-03-14,4
439,Food,63.29,48,15,51,Male,20,2023-03-15,4
440,Food,290.38,29,4,26,Female,0,2023-03-16,4
441,Electronics,140.66,97,7,59,Male,0,2023-03-17,3
442,Furniture,279.32,10,13,45,Male,10,2023-03-18,1
443,Electronics,327.45,58,3,28,Female,10,2023-03-19,2
444,Furniture,415.72,60,16,31,Female,10,2023-03-20,1
445,Furniture,107.18,21,9,56,Male,5,2023-03-21,2
446,Food,10.44,28,8,64,Male,20,2023-03-22,4
447,Food,72.76,75,20,36,Male,20,2023-03-23,1
448,Clothing,450.51,34,13,32,Male,20,2023-03-24,4
449,Food,437.58,8,17,45,Male,20,2023-03-25,5
450,Clothing,300.72,59,17,41,Male,10,2023-03-26,4
451,Clothing,302.26,86,17,25,Female,0,2023-03-27,4
452,Clothing,334.19,72,1,60,Female,10,2023-03-28,2
453,Clothing,91.81,49,8,26,Female,20,2023-03-29,5
454,Clothing,457.63,79,19,64,Male,10,2023-03-30,4
